,rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,país
618,18,Sech,Sal y Perrea,15,12,129525,Guatemala_limpio.csv
619,19,Sech,911,5,22,123588,Guatemala_limpio.csv
620,20,Christian Nodal,Aquí Abajo,6,52,122363,Guatemala_limpio.csv
621,21,Bad Bunny,TE MUDASTE,3,32,116288,Guatemala_limpio.csv
622,22,"Rauw Alejandro, Anuel AA",Reloj,4,37,115559,Guatemala_limpio.csv
623,23,Bad Bunny,De Museo,24,1,112315,Guatemala_limpio.csv
624,24,"Ozuna, J Balvin, Chencho Corleone",Una Locura,16,44,103660,Guatemala_limpio.csv
625,25,Maluma,Hawái,1,49,100909,Guatemala_limpio.csv
626,26,"J Balvin, Bad Bunny",LA CANCIÓN,1,106,99070,Guatemala_limpio.csv
627,27,BTS,Butter,9,7,98223,Guatemala_limpio.csv
628,28,"NATTI NATASHA, Becky G",Ram Pam Pam,29,10,97782,Guatemala_limpio.csv
629,29,"Sebastian Yatra, Guaynaa",Chica Ideal,6,38,94749,Guatemala_limpio.csv
630,30,Bad Bunny,A Tu Merced,15,71,93875,Guatemala_limpio.csv
631,31,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),10,23,88001,Guatemala_limpio.csv
632,32,"TINI, Maria Becerra",Miénteme,33,9,87805,Guatemala_limpio.csv
633,33,Olivia Rodrigo,good 4 u,27,8,87079,Guatemala_limpio.csv
634,34,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,2,55,87003,Guatemala_limpio.csv
635,35,"Grupo Firme, Carin Leon",El Tóxico,31,30,85735,Guatemala_limpio.csv
636,36,KAROL G,BICHOTA,2,37,82460,Guatemala_limpio.csv
637,37,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,12,61,81345,Guatemala_limpio.csv
638,38,Christian Nodal,De Los Besos Que Te Di,13,113,80877,Guatemala_limpio.csv
639,39,"KEVIN ROLDAN, Bryant Myers, Lyanno",HASTA ABAJO,9,41,80821,Guatemala_limpio.csv
640,40,Boza,Ella,36,9,80778,Guatemala_limpio.csv
641,41,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),1,50,80374,Guatemala_limpio.csv
642,42,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,7,96,80011,Guatemala_limpio.csv
643,43,Pablo Alborán,Saturno,43,27,78099,Guatemala_limpio.csv
644,44,"Doja Cat, SZA",Kiss Me More (feat. SZA),35,11,77269,Guatemala_limpio.csv
645,45,"J Balvin, Skrillex",In Da Getto,46,1,74858,Guatemala_limpio.csv
646,46,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Aloha,30,18,74764,Guatemala_limpio.csv
647,47,Lil Nas X,MONTERO (Call Me By Your Name),33,14,74568,Guatemala_limpio.csv
648,48,Farruko,La Tóxica,3,50,72647,Guatemala_limpio.csv
649,49,"El Fantasma, Los Dos Carnales",Cabrón y Vago - En Vivo,28,43,69918,Guatemala_limpio.csv
650,50,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,51,2,69498,Guatemala_limpio.csv
651,51,Boza,Hecha Pa' Mi,5,33,68928,Guatemala_limpio.csv
652,52,"Lenin Ramírez, Grupo Firme",Yo Ya No Vuelvo Contigo - En Vivo,45,56,67270,Guatemala_limpio.csv
653,53,Bad Bunny,Si Estuviésemos Juntos,39,133,66663,Guatemala_limpio.csv
654,54,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,3,112,65971,Guatemala_limpio.csv
655,55,Marca MP,Ya Acabo,56,12,65715,Guatemala_limpio.csv
656,56,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota,10,39,65658,Guatemala_limpio.csv
657,57,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),9,16,64836,Guatemala_limpio.csv
658,58,"Camilo, El Alfa",BEBÉ,14,32,64734,Guatemala_limpio.csv
659,59,Banda MS de Sergio Lizárraga,La Casita,50,26,64034,Guatemala_limpio.csv
660,60,Rauw Alejandro,Sexo Virtual,54,2,63759,Guatemala_limpio.csv
661,61,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",No Te Enamores - Remix,13,27,63681,Guatemala_limpio.csv
662,62,Bad Bunny,Vete,1,86,62655,Guatemala_limpio.csv
663,63,"Nicky Jam, Romeo Santos",Fan de Tus Fotos,28,21,61877,Guatemala_limpio.csv
664,64,"Natanael Cano, Oscar Maydon",Porte Exuberante,65,6,61808,Guatemala_limpio.csv
665,65,"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres,9,34,61670,Guatemala_limpio.csv
666,66,"Alex Rose, Rauw Alejandro",Me Fije,67,14,61429,Guatemala_limpio.csv
667,67,Danny Ocean,Me Rehúso,1,237,61131,Guatemala_limpio.csv
668,68,"Bad Bunny, Tainy",Callaita,1,110,61070,Guatemala_limpio.csv
669,69,Bad Bunny,Si Veo a Tu Mamá,1,71,60708,Guatemala_limpio.csv
670,70,"Crissin, Totoy El Frio, Natan & Shander",Poblado,12,10,59981,Guatemala_limpio.csv
671,71,"KAROL G, Anuel AA, J Balvin",LOCATION,19,21,59653,Guatemala_limpio.csv
672,72,The Weeknd,Blinding Lights,6,84,59436,Guatemala_limpio.csv
673,73,"Wisin, Myke Towers, Los Legendarios",Mi Niña,9,41,58579,Guatemala_limpio.csv
674,74,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),43,11,56630,Guatemala_limpio.csv
675,75,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",Travesuras - Remix,34,17,56566,Guatemala_limpio.csv
676,76,"Rauw Alejandro, Camilo",Tattoo - Remix with Camilo,3,52,56050,Guatemala_limpio.csv
677,77,"Bad Bunny, Daddy Yankee",La Santa,5,71,55780,Guatemala_limpio.csv
678,78,"Arcángel, Jay Wheeler, Miky Woodz",Si Te Veo,59,9,55171,Guatemala_limpio.csv
679,79,Kali Uchis,telepatía,6,21,54712,Guatemala_limpio.csv
680,80,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,38,86,54384,Guatemala_limpio.csv
681,81,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),49,25,54053,Guatemala_limpio.csv
682,82,Olivia Rodrigo,deja vu,52,13,53995,Guatemala_limpio.csv
683,83,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,4,44,53883,Guatemala_limpio.csv
684,84,Ed Maverick,Fuentes de Ortiz,72,111,53416,Guatemala_limpio.csv
685,85,"Camilo, Evaluna Montaner",Machu Picchu,20,19,53349,Guatemala_limpio.csv
686,86,"Bad Bunny, Mora",Una Vez,25,61,53244,Guatemala_limpio.csv
687,87,Fuego,Una Vaina Loca,88,4,52584,Guatemala_limpio.csv
688,88,"Rochy RD, Myke Towers, Nicki Nicole",Ella No Es Tuya - Remix,14,21,52409,Guatemala_limpio.csv
689,89,Rauw Alejandro,Aquel Nap ZzZz,90,1,52339,Guatemala_limpio.csv
690,90,"Jossef, Jamby El Favo, Eix",Persia - Remix,86,6,51838,Guatemala_limpio.csv
691,91,Christian Nodal,Se Me Olvidó,8,70,51566,Guatemala_limpio.csv
692,92,"Lunay, Anitta",TODO O NADA,69,5,51503,Guatemala_limpio.csv
693,93,Junior H,Ella,91,9,51457,Guatemala_limpio.csv
694,94,Bad Bunny,HACIENDO QUE ME AMAS,5,32,51139,Guatemala_limpio.csv
695,95,Olivia Rodrigo,drivers license,26,26,50924,Guatemala_limpio.csv
696,96,"Los Plebes del Rancho de Ariel Camacho, Christian Nodal",2 Veces,37,18,50870,Guatemala_limpio.csv
697,97,"Maluma, Lenny Tavárez, Justin Quiles",Parce (feat. Justin Quiles),16,46,49976,Guatemala_limpio.csv
698,98,Christian Nodal,No Te Contaron Mal,36,144,49847,Guatemala_limpio.csv
699,99,Kevin Kaarl,Vámonos a Marte,95,33,49501,Guatemala_limpio.csv
700,100,"Bad Bunny, Sech",Ignorantes,1,73,48715,Guatemala_limpio.csv
701,101,BTS,Dynamite,28,46,48604,Guatemala_limpio.csv
702,102,"Manuel Turizo, Maluma",Amor en Coma,53,13,48172,Guatemala_limpio.csv
703,103,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,1,60,47603,Guatemala_limpio.csv
704,104,"Ozuna, Camilo",Despeinada,15,44,46431,Guatemala_limpio.csv
705,105,"ChiChi Peralta, Jandy Feliz",Procura,78,113,46198,Guatemala_limpio.csv
706,106,El Fantasma,Palabra de Hombre,49,60,45606,Guatemala_limpio.csv
707,107,"Justin Quiles, Chimbala, Zion & Lennox",Loco,108,3,45481,Guatemala_limpio.csv
708,108,"Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, Jhayco, Lunay, Kendo Kaponi","La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",45,29,45450,Guatemala_limpio.csv
709,109,KAROL G,"Ay, DiOs Mío!",3,52,45292,Guatemala_limpio.csv
710,110,Bad Bunny,La Difícil,2,71,45280,Guatemala_limpio.csv
711,111,Boza,En La Luna,112,2,45048,Guatemala_limpio.csv
712,112,Camilo,Vida de Rico,6,42,45011,Guatemala_limpio.csv
713,113,"Camilo, Christian Nodal",La Mitad,22,64,44938,Guatemala_limpio.csv
714,114,"Becky G, El Alfa",FULANITO,115,2,44546,Guatemala_limpio.csv
715,115,Dua Lipa,Don't Start Now,15,88,43782,Guatemala_limpio.csv
716,116,"Yandel, Bad Bunny",CANCIÓN CON YANDEL,4,61,43736,Guatemala_limpio.csv
717,117,"MYA, TINI, Duki",2:50 Remix,118,2,43665,Guatemala_limpio.csv
718,118,Banda MS de Sergio Lizárraga,Cerrando Ciclos,95,28,43175,Guatemala_limpio.csv
719,119,Jerry Di,Mi Cuarto,7,48,43024,Guatemala_limpio.csv
720,120,"KAROL G, Nicki Minaj",Tusa,1,87,42262,Guatemala_limpio.csv
721,121,Carin Leon,Me la Avente,59,95,41960,Guatemala_limpio.csv
722,122,"BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",123,2,41893,Guatemala_limpio.csv
723,123,Carin Leon,Tu - En Vivo,60,56,41839,Guatemala_limpio.csv
724,124,The Weeknd,Save Your Tears,34,28,41705,Guatemala_limpio.csv
725,125,Harry Styles,Watermelon Sugar,65,60,41318,Guatemala_limpio.csv
726,126,Christian Nodal,Nace Un Borracho,14,43,41233,Guatemala_limpio.csv
727,127,Rauw Alejandro,Algo Mágico,71,23,41197,Guatemala_limpio.csv
728,128,Manuel Turizo,Quiéreme Mientras Se Pueda,15,62,41084,Guatemala_limpio.csv
729,129,Christian Nodal,Probablemente,62,201,41013,Guatemala_limpio.csv
730,130,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,7,88,40707,Guatemala_limpio.csv
731,131,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,64,18,40662,Guatemala_limpio.csv
732,132,Bad Bunny,BOOKER T,11,32,40505,Guatemala_limpio.csv
733,133,"Manuel Turizo, Justin Quiles, Dalex",Cosas Malas,111,5,40494,Guatemala_limpio.csv
734,134,"Nicky Jam, Myke Towers",Polvo,32,33,40409,Guatemala_limpio.csv
735,135,"Aventura, Don Omar",Ella Y Yo - Featuring Don Omar,132,82,40174,Guatemala_limpio.csv
736,136,Myke Towers,Explícito,76,19,40095,Guatemala_limpio.csv
737,137,Andy Rivera,Alguien Más,138,3,39788,Guatemala_limpio.csv
738,138,Natanael Cano,Diamantes,139,1,39422,Guatemala_limpio.csv
739,139,Olivia Rodrigo,happier,140,7,39385,Guatemala_limpio.csv
740,140,"Lele Pons, Guaynaa",Se Te Nota (with Guaynaa),9,43,39353,Guatemala_limpio.csv
741,141,"Grupo Firme, Lenin Ramírez",En Tu Perra Vida,142,2,39129,Guatemala_limpio.csv
742,142,Don Omar,Dile,132,43,39097,Guatemala_limpio.csv
743,143,Kevin Kaarl,Colapso,131,10,39061,Guatemala_limpio.csv
744,144,"El Alfa, El Cherry Scom, CJ",La Mamá de la Mamá,110,9,39003,Guatemala_limpio.csv
745,145,Olivia Rodrigo,traitor,120,6,39002,Guatemala_limpio.csv
746,146,Justin Quiles,Jeans,11,47,38988,Guatemala_limpio.csv
747,147,Christian Nodal,Adiós Amor,28,219,38924,Guatemala_limpio.csv
748,148,J Balvin,Rojo,1,71,38846,Guatemala_limpio.csv
749,149,Banda MS de Sergio Lizárraga,El Color de Tus Ojos,52,193,38836,Guatemala_limpio.csv
750,150,"Bizarrap, Eladio Carrion","Eladio Carrion: Bzrp Music Sessions, Vol. 40",53,4,38759,Guatemala_limpio.csv
751,151,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,2,71,38754,Guatemala_limpio.csv
752,152,Daddy Yankee,PROBLEMA,33,19,38720,Guatemala_limpio.csv
753,153,J Balvin,Azul,9,68,38414,Guatemala_limpio.csv
754,154,Los Enanitos Verdes,Lamento Boliviano,91,146,38233,Guatemala_limpio.csv
755,155,Bad Bunny,ANTES QUE SE ACABE,13,20,37956,Guatemala_limpio.csv
756,156,Hombres G,Devuélveme a mi chica,114,109,37845,Guatemala_limpio.csv
757,157,"LAGOS, Danny Ocean",Mónaco,158,1,37719,Guatemala_limpio.csv
758,158,"Los 2 de la S, Banda MS de Sergio Lizárraga",Somos Los Que Somos - En Vivo,110,27,37642,Guatemala_limpio.csv
759,159,Eslabon Armado,Con Tus Besos,159,15,37489,Guatemala_limpio.csv
760,160,"Arcángel, Sech, Dímelo Flow",Sigues Con El,2,82,37461,Guatemala_limpio.csv
761,161,"Piso 21, Micro TDH",Te Vi,4,134,37414,Guatemala_limpio.csv
762,162,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",Amor a Primera Vista,18,106,37345,Guatemala_limpio.csv
763,163,Paulo Londra,Tal Vez,3,119,37300,Guatemala_limpio.csv
764,164,Bad Bunny,Otra Noche en Miami,52,98,37237,Guatemala_limpio.csv
765,165,Olivia Rodrigo,favorite crime,166,1,37202,Guatemala_limpio.csv
766,166,"J Balvin, Bad Bunny",QUE PRETENDES,5,103,37169,Guatemala_limpio.csv
767,167,"Rauw Alejandro, Chencho Corleone",El Efecto,36,65,37082,Guatemala_limpio.csv
768,168,Måneskin,I WANNA BE YOUR SLAVE,169,1,36970,Guatemala_limpio.csv
769,169,"Mau y Ricky, Sebastian Yatra, Mora",3 de La Mañana - con Sebastián Yatra & Mora,170,3,36755,Guatemala_limpio.csv
770,170,"Alex Rose, Rafa Pabön",Jangueo,13,81,36639,Guatemala_limpio.csv
771,171,Los Elegantes de Jerez,Tú,149,16,36460,Guatemala_limpio.csv
772,172,Los Dos Carnales,El Envidioso,85,43,36419,Guatemala_limpio.csv
773,173,Piso 21,Tan Bonita,145,7,36385,Guatemala_limpio.csv
774,174,"KAROL G, Wisin & Yandel, Nicky Jam, Ivy Queen, Zion, Alberto Stylee",LEYENDAS,142,14,36341,Guatemala_limpio.csv
775,175,"Paulo Londra, Lenny Tavárez",Nena Maldición (feat. Lenny Tavárez),9,165,36318,Guatemala_limpio.csv
776,176,"Carlos Vives, Ricky Martin",Canción Bonita,132,8,36052,Guatemala_limpio.csv
777,177,J Balvin,Tu Veneno,44,16,35735,Guatemala_limpio.csv
778,178,Junior H,Mente Positiva,175,4,35569,Guatemala_limpio.csv
779,179,"Los Ángeles Azules, Natalia Lafourcade",Nunca Es Suficiente,15,148,35410,Guatemala_limpio.csv
780,180,La Adictiva,En Peligro de Extinción,39,150,35212,Guatemala_limpio.csv
781,181,Ed Sheeran,Bad Habits,156,2,35141,Guatemala_limpio.csv
782,182,"Blessd, Maluma",IMPOSIBLE - REMIX,108,5,35138,Guatemala_limpio.csv
783,183,"Grupo Firme, Marca MP",El Güero (Feat. Marca MP),118,74,34701,Guatemala_limpio.csv
784,184,"J Balvin, Bad Bunny, Marciano Cantero",UN PESO,18,87,34692,Guatemala_limpio.csv
785,185,Christian Nodal,Amor Tóxico,24,58,34577,Guatemala_limpio.csv
786,186,"Tainy, Yandel",DEJA VU,187,1,34491,Guatemala_limpio.csv
787,187,"Rauw Alejandro, Farruko",Fantasias,3,96,34483,Guatemala_limpio.csv
788,188,Bad Bunny,Yo Perreo Sola,2,71,34283,Guatemala_limpio.csv
789,189,"Los Ángeles Azules, Pepe Aguilar","Ni Contigo, Ni Sin Ti",120,31,34226,Guatemala_limpio.csv
790,190,"J Balvin, Jay Wheeler",OTRO FILI,62,4,34180,Guatemala_limpio.csv
791,191,"Luis Angel ""El Flaco"", Grupo Firme",Hasta la Miel Amarga (feat. Grupo Firme),144,13,34088,Guatemala_limpio.csv
792,192,Plan B,Es un Secreto,193,1,33929,Guatemala_limpio.csv
793,193,La Adictiva,El Amor de Mi Vida,84,82,33896,Guatemala_limpio.csv
794,194,"Cazzu, Justin Quiles",Dime Dónde,195,1,33677,Guatemala_limpio.csv
795,195,Romeo Santos,Propuesta Indecente,183,25,33662,Guatemala_limpio.csv
796,196,"Reik, Farruko, Camilo",Si Me Dices Que Sí,36,73,33660,Guatemala_limpio.csv
797,197,"Juhn, Jay Wheeler",Fragancia,118,6,33523,Guatemala_limpio.csv
798,198,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,22,114,33300,Guatemala_limpio.csv
799,199,Tego Calderón,Pa' Que Retozen,200,1,33171,Guatemala_limpio.csv
800,0,Bad Bunny,Yonaguni,1,5,214106,Honduras_limpio.csv
801,1,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,2,2,149603,Honduras_limpio.csv
802,2,Rauw Alejandro,Todo De Ti,1,7,133401,Honduras_limpio.csv
803,3,"J Balvin, Maria Becerra",Qué Más Pues?,3,6,110594,Honduras_limpio.csv
804,4,"Bad Bunny, Jhayco",DÁKITI,1,36,83067,Honduras_limpio.csv
805,5,"Sebastian Yatra, Myke Towers",Pareja Del Año,3,12,73821,Honduras_limpio.csv
806,6,"Los Legendarios, Wisin, Jhayco",Fiel,1,22,72097,Honduras_limpio.csv
807,7,"Rauw Alejandro, Mr. Naisgai",2/Catorce,6,11,71046,Honduras_limpio.csv
808,8,"Gera MX, Christian Nodal",Botella Tras Botella,1,11,66838,Honduras_limpio.csv
809,9,"Wisin, Jhayco, Anuel AA, Los Legendarios, Myke Towers",Fiel - Remix,10,4,63168,Honduras_limpio.csv
810,10,Måneskin,Beggin',11,3,58441,Honduras_limpio.csv
811,11,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,12,3,57904,Honduras_limpio.csv
812,12,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,2,32,55923,Honduras_limpio.csv
813,13,"KAROL G, Mariah Angeliq",EL MAKINON,6,15,54827,Honduras_limpio.csv
814,14,"Bizarrap, Nicky Jam","Nicky Jam: Bzrp Music Sessions, Vol. 41",15,1,53170,Honduras_limpio.csv
815,15,"Mora, Jhayco",512,15,14,51566,Honduras_limpio.csv
816,16,Bad Bunny,TE MUDASTE,3,32,50250,Honduras_limpio.csv
817,17,Sech,Sal y Perrea,13,12,49038,Honduras_limpio.csv
818,18,"Nio Garcia, Flow La Movie",AM,2,14,47594,Honduras_limpio.csv
819,19,"Myke Towers, Juhn",Bandido,2,30,47509,Honduras_limpio.csv
820,20,Bad Bunny,De Museo,21,1,45891,Honduras_limpio.csv
821,21,Sech,911,5,22,45690,Honduras_limpio.csv
822,22,Bad Bunny,A Tu Merced,9,71,41317,Honduras_limpio.csv
823,23,"J Balvin, Bad Bunny",LA CANCIÓN,1,106,40446,Honduras_limpio.csv
824,24,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,3,61,39782,Honduras_limpio.csv
825,25,"Doja Cat, SZA",Kiss Me More (feat. SZA),14,13,39666,Honduras_limpio.csv
826,26,Olivia Rodrigo,good 4 u,16,8,38602,Honduras_limpio.csv
827,27,"Rauw Alejandro, Anuel AA",Reloj,5,37,38541,Honduras_limpio.csv
828,28,BTS,Butter,5,7,38455,Honduras_limpio.csv
829,29,"Ozuna, J Balvin, Chencho Corleone",Una Locura,14,44,36318,Honduras_limpio.csv
830,30,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),1,50,35433,Honduras_limpio.csv
831,31,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),5,16,34096,Honduras_limpio.csv
832,32,Lil Nas X,MONTERO (Call Me By Your Name),14,15,33713,Honduras_limpio.csv
833,33,Christian Nodal,Aquí Abajo,14,52,33211,Honduras_limpio.csv
834,34,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),16,35,32865,Honduras_limpio.csv
835,35,Maluma,Hawái,1,49,32544,Honduras_limpio.csv
836,36,Bad Bunny,Vete,1,86,30042,Honduras_limpio.csv
837,37,"NATTI NATASHA, Becky G",Ram Pam Pam,38,10,29203,Honduras_limpio.csv
838,38,Bad Bunny,Si Estuviésemos Juntos,23,133,28904,Honduras_limpio.csv
839,39,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),15,23,28831,Honduras_limpio.csv
840,40,"Sebastian Yatra, Guaynaa",Chica Ideal,6,38,28362,Honduras_limpio.csv
841,41,"KEVIN ROLDAN, Bryant Myers, Lyanno",HASTA ABAJO,9,36,28127,Honduras_limpio.csv
842,42,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,2,56,27952,Honduras_limpio.csv
843,43,"Bad Bunny, Daddy Yankee",La Santa,4,71,27812,Honduras_limpio.csv
844,44,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Aloha,32,17,27496,Honduras_limpio.csv
845,45,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),35,11,27443,Honduras_limpio.csv
846,46,Olivia Rodrigo,deja vu,26,14,27406,Honduras_limpio.csv
847,47,KAROL G,BICHOTA,2,37,26870,Honduras_limpio.csv
848,48,"Bad Bunny, Tainy",Callaita,1,110,26794,Honduras_limpio.csv
849,49,Kali Uchis,telepatía,4,21,25054,Honduras_limpio.csv
850,50,The Weeknd,Blinding Lights,6,84,24809,Honduras_limpio.csv
851,51,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,3,112,24679,Honduras_limpio.csv
852,52,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",No Te Enamores - Remix,12,27,23816,Honduras_limpio.csv
853,53,Bad Bunny,Si Veo a Tu Mamá,1,71,23520,Honduras_limpio.csv
854,54,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota,8,39,23192,Honduras_limpio.csv
855,55,"Rochy RD, Myke Towers, Nicki Nicole",Ella No Es Tuya - Remix,8,22,22514,Honduras_limpio.csv
856,56,"Bad Bunny, Mora",Una Vez,19,71,22396,Honduras_limpio.csv
857,57,"Grupo Firme, Carin Leon",El Tóxico,58,24,21757,Honduras_limpio.csv
858,58,Pablo Alborán,Saturno,48,9,21653,Honduras_limpio.csv
859,59,Bad Bunny,HACIENDO QUE ME AMAS,4,32,21426,Honduras_limpio.csv
860,60,Boza,Hecha Pa' Mi,7,33,21044,Honduras_limpio.csv
861,61,Farruko,La Tóxica,2,50,20959,Honduras_limpio.csv
862,62,Bad Bunny,BOOKER T,6,32,20865,Honduras_limpio.csv
863,63,Boza,Ella,59,8,20826,Honduras_limpio.csv
864,64,"TINI, Maria Becerra",Miénteme,65,8,20817,Honduras_limpio.csv
865,65,Rauw Alejandro,Sexo Virtual,55,2,20749,Honduras_limpio.csv
866,66,"Alex Rose, Rauw Alejandro",Me Fije,67,15,20610,Honduras_limpio.csv
867,67,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,68,2,20358,Honduras_limpio.csv
868,68,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,33,18,20234,Honduras_limpio.csv
869,69,"El Alfa, El Cherry Scom, CJ",La Mamá de la Mamá,43,11,20029,Honduras_limpio.csv
870,70,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,1,71,19862,Honduras_limpio.csv
871,71,"Nicky Jam, Romeo Santos",Fan de Tus Fotos,35,21,19858,Honduras_limpio.csv
872,72,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,13,96,19791,Honduras_limpio.csv
873,73,Olivia Rodrigo,drivers license,10,26,19740,Honduras_limpio.csv
874,74,Bad Bunny,La Difícil,2,71,19533,Honduras_limpio.csv
875,75,"Arcángel, Jay Wheeler, Miky Woodz",Si Te Veo,60,9,19490,Honduras_limpio.csv
876,76,Harry Styles,Watermelon Sugar,44,72,19438,Honduras_limpio.csv
877,77,"Bad Bunny, Sech",Ignorantes,1,73,19376,Honduras_limpio.csv
878,78,Christian Nodal,De Los Besos Que Te Di,26,105,19372,Honduras_limpio.csv
879,79,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",Travesuras - Remix,36,17,19140,Honduras_limpio.csv
880,80,Olivia Rodrigo,traitor,54,7,19104,Honduras_limpio.csv
881,81,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,42,136,18999,Honduras_limpio.csv
882,82,"Camilo, El Alfa",BEBÉ,19,32,18671,Honduras_limpio.csv
883,83,"Bizarrap, Eladio Carrion","Eladio Carrion: Bzrp Music Sessions, Vol. 40",35,4,18650,Honduras_limpio.csv
884,84,"Wisin, Myke Towers, Los Legendarios",Mi Niña,7,41,18471,Honduras_limpio.csv
885,85,Dua Lipa,Don't Start Now,12,88,18398,Honduras_limpio.csv
886,86,Bad Bunny,ANTES QUE SE ACABE,10,30,18058,Honduras_limpio.csv
887,87,Olivia Rodrigo,happier,74,7,17935,Honduras_limpio.csv
888,88,The Weeknd,Save Your Tears,19,30,17812,Honduras_limpio.csv
889,89,"KAROL G, Anuel AA, J Balvin",LOCATION,23,21,17743,Honduras_limpio.csv
890,90,"J Balvin, Skrillex",In Da Getto,91,1,17676,Honduras_limpio.csv
891,91,Olivia Rodrigo,favorite crime,91,7,17342,Honduras_limpio.csv
892,92,"Rauw Alejandro, Camilo",Tattoo - Remix with Camilo,3,52,17293,Honduras_limpio.csv
893,93,Danny Ocean,Me Rehúso,1,237,17255,Honduras_limpio.csv
894,94,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,1,63,17204,Honduras_limpio.csv
895,95,"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres,19,34,17187,Honduras_limpio.csv
896,96,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,5,44,17118,Honduras_limpio.csv
897,97,"Yandel, Bad Bunny",CANCIÓN CON YANDEL,2,61,17096,Honduras_limpio.csv
898,98,Rauw Alejandro,Aquel Nap ZzZz,99,2,16997,Honduras_limpio.csv
899,99,Fuego,Una Vaina Loca,100,4,16922,Honduras_limpio.csv
900,100,BTS,Dynamite,12,46,16869,Honduras_limpio.csv
901,101,"El Fantasma, Los Dos Carnales",Cabrón y Vago - En Vivo,50,39,16785,Honduras_limpio.csv
902,102,Myke Towers,Explícito,52,22,16675,Honduras_limpio.csv
903,103,"Lenin Ramírez, Grupo Firme",Yo Ya No Vuelvo Contigo - En Vivo,76,40,16186,Honduras_limpio.csv
904,104,"Camilo, Evaluna Montaner",Machu Picchu,24,19,16185,Honduras_limpio.csv
905,105,Bad Bunny,Otra Noche en Miami,16,133,16137,Honduras_limpio.csv
